prenom,nom,titre_livre,nbpages,isbn,publisher_name
Nick,Tosches,The Last Opium Den,72,1-58234-227-X,Bloomsbury Publishing
Dalton,Trumbo,Night of the Aurochs,218,ISBN 0-670-51412-8 (hardback edition),Viking Press
Danielle,Trussoni,Angelology (novel),464,978-0-670-02147-5,Viking Press
Arthur Wilson,Tucker,The Year of the Quiet Sun,252,0-441-94201-6,Ace Books
Arthur Wilson,Tucker,The Lincoln Hunters,208,0-671-72108-9,Pocket Books
Agnes Sligh,Turnbull,The Bishop's Mantle,320,0-00-221050-9,Macmillan Publishers
Scott,Turow,Ultimate Punishment,164,ISBN 0-374-12873-1 (paperback),"Farrar, Straus and Giroux"
Scott,Turow,Personal Injuries,403,03-7428-194-7,"Farrar, Straus and Giroux"
Scott,Turow,Limitations (novel),197,0-312-42645-3,"Farrar, Straus and Giroux"
Scott,Turow,Reversible Errors,488,03-7428-160-2,"Farrar, Straus and Giroux"
Scott,Turow,One L,288,ISBN 0-446-67378-1 (paperback),"Farrar, Straus and Giroux"
Harry Norman,Turtledove,A World of Difference (novel),308,ISBN 0-345-36076-1,Del Rey Books
Harry Norman,Turtledove,Settling Accounts: In at the Death,609,0-345-49247-1,Del Rey Books
Harry Norman,Turtledove,Colonization: Down to Earth,496,0-345-43020-4,Del Rey Books
Harry Norman,Turtledove,The Great War: Walk in Hell,484,0-345-40561-7,Ballantine Books
Harry Norman,Turtledove,In High Places (Harry Turtledove novel),272,0-7653-0696-4,Tor Books
Harry Norman,Turtledove,The Enchanter Completed: A Tribute Anthology for L. Sprague de Camp,400,0-7434-9904-2,Baen Books
Harry Norman,Turtledove,Gunpowder Empire,288,0-7653-0693-X,Tor Books
Harry Norman,Turtledove,Owls to Athens,382,0-7653-0038-9,Tor Books
Harry Norman,Turtledove,Curious Notions,272,0-7653-0694-8,Tor Books
Harry Norman,Turtledove,Conan of Venarium,256,0-7653-0466-X,Tor Books
Harry Norman,Turtledove,The Great War: Breakthroughs,496,0-345-40563-3,Del Rey Books
Harry Norman,Turtledove,Departures (collection),342,0-345-38011-8,Del Rey Books
Harry Norman,Turtledove,In the Presence of Mine Enemies,464,0-451-52902-2,New American Library
Harry Norman,Turtledove,Earthgrip,264,(pbk.),Easton Press
Harry Norman,Turtledove,Over the Wine Dark Sea,384,"ISBN 0-312-87660-2 (first edition, hardback)",Tor Books
Harry Norman,Turtledove,Ruled Britannia,464,ISBN 0-451-20717-3 (hardcover edition) & ISBN 0-451-45915-6 (paperback edition),New American Library
Harry Norman,Turtledove,Worldwar: Striking the Balance,465,0-345-40550-1,Del Rey Books
Harry Norman,Turtledove,Worldwar: Upsetting the Balance,481,0-345-40221-9,Del Rey Books
Harry Norman,Turtledove,Colonization: Aftershocks,496,0-345-43021-2,Del Rey Books
Harry Norman,Turtledove,Kaleidoscope (short story collection),249,0-345-36477-5,Ballantine Books
Harry Norman,Turtledove,The Gryphon's Skull,384,0-312-87222-4,Tor Books
Harry Norman,Turtledove,Colonization: Second Contact,496,0-345-43019-0,Del Rey Books
Harry Norman,Turtledove,Homeward Bound (Turtledove novel),608,"ISBN 0-345-45846-X (firstf edition, hardback)",Del Rey Books
Harry Norman,Turtledove,The Sacred Land,380,0-7653-0037-0,Tor Books
Harry Norman,Turtledove,The Man with the Iron Heart,533,"ISBN 978-0-345-50434-0 (first edition, hardback)",Del Rey Books
Harry Norman,Turtledove,The Great War: American Front,503,0-345-40615-X,Del Rey Books
Harry Norman,Turtledove,The Disunited States of America,288,0-7653-1485-1,Tor Books
Harry Norman,Turtledove,The Valley-Westside War,288,0-7653-1487-8,Tor Books
Frederic,Tuten,The Adventures of Mao on the Long March,121,0-8065-0248-7,Kensington Books
Lisa,Tuttle,"Stranger in the House: The Collected Short Supernatural Fiction, Volume One",254,978-1-55310-126-0,Ash-Tree Press
Mark,Twain,The Gilded Age: A Tale of Today,630,NA,Sun-Times Media Group
Mark,Twain,A Horse's Tale,153,NA,Harper (publisher)
Mark,Twain,Eve's Diary,109,NA,Harper (publisher)
Mark,Twain,Is Shakespeare Dead?,149,NA,Harper (publisher)
Mark,Twain,My Platonic Sweetheart,7,NA,Harper (publisher)
Mark,Twain,Extracts from Adam's Diary,89,NA,Harper (publisher)
Mark,Twain,Personal Recollections of Joan of Arc,260,NA,Harper (publisher)
Mark,Twain,Concerning the Jews,9,NA,Harper's Magazine
Anne,Tyler,Back When We Were Grownups,288,0-375-41253-0,Alfred A. Knopf
Anne,Tyler,Earthly Possessions (novel),197,9780394411477,Alfred A. Knopf
Anne,Tyler,Digging to America,323,0-307-26394-0,Alfred A. Knopf
Anne,Tyler,The Amateur Marriage,320,1-4000-4207-0,Alfred A. Knopf
Anne,Tyler,Ladder of Years,325,0-679-44155-7,Alfred A. Knopf
Anne,Tyler,The Accidental Tourist,355,ISBN 0-394-54689-X,Alfred A. Knopf
Anne,Tyler,The Clock Winder,312,0-394-47898-3,Alfred A. Knopf
Anne,Tyler,The Beginner's Goodbye,208,9780307957276,Alfred A. Knopf
Anne,Tyler,Dinner at the Homesick Restaurant,303,0-394-52381-4,Alfred A. Knopf
Anne,Tyler,Morgan's Passing,311,9780804108812,Alfred A. Knopf
Anne,Tyler,A Patchwork Planet,287,ISBN 0-375-40256-X,Alfred A. Knopf
Anne,Tyler,Breathing Lessons,336,0-394-57234-3,Alfred A. Knopf
Anne,Tyler,Noah's Compass,288,ISBN 978-0-307-27240-9 (hardcover edition),Alfred A. Knopf
Anne,Tyler,Saint Maybe,337,0-679-40361-2,Alfred A. Knopf
Anne,Tyler,The Tin Can Tree,273,isbn-10: 0449911896 isbn-13: 978-0449911891,Alfred A. Knopf
Anne,Tyler,A Slipping-Down Life (novel),214,9780394445731,Alfred A. Knopf
Anne,Tyler,Celestial Navigation (novel),276,0701120940,Alfred A. Knopf
John,Updike,Memories of the Ford Administration,369,0-679-41681-1,Alfred A. Knopf
John,Updike,"Rabbit, Run",265,NA,Alfred A. Knopf
John,Updike,The Early Stories: 1953–1975,864,978-1-4000-4072-8,Alfred A. Knopf
John,Updike,Terrorist (novel),310,0-307-26465-3,Alfred A. Knopf
John,Updike,Gertrude and Claudius,212,0-375-40908-4,Alfred A. Knopf
John,Updike,The Witches of Eastwick,320,0-394-53760-2,Alfred A. Knopf
John,Updike,Rabbit Is Rich,480,0-394-52087-4,Alfred A. Knopf
John,Updike,Rabbit at Rest,512,0-394-58952-1,Alfred A. Knopf
John,Updike,Rabbit Redux,406,0-394-47439-2,Alfred A. Knopf
John,Updike,Too Far to Go,256,978-0-449-24002-1,Fawcett Publications
John,Updike,Brazil (novel),272,0-679-43071-7,Alfred A. Knopf
Leon,Uris,Armageddon: A Novel of Berlin,632,ISBN 0-440-10290-1,Dell Publishing
Alisa,Valdes-Rodriguez,Haters (novel),368,0-316-01307-2,"Little, Brown and Company"
Alisa,Valdes-Rodriguez,Make Him Look Good,376,0-312-34966-1,St. Martin's Press
Catherynne M.,Valente,The Grass-Cutting Sword,127,0-8095-6230-8,Prime Books
Jack,Vance,Space Opera (novel),143,NA,Jove Books
Jack,Vance,The Eyes of the Overworld,189,NA,Ace Books
Jack,Vance,The Languages of Pao,223,NA,Avalon Books
Jack,Vance,To Live Forever (novel),185,NA,Ballantine Books
Jack,Vance,The Gray Prince,173,0-380-00555-7,Avon (publisher)
Jack,Vance,The Houses of Iszm,121,NA,Ace Books
Jack,Vance,The Face (Vance novel),224,0-87997-498-2,DAW Books
Jack,Vance,The Anome,224,0-440-00441-1,Dell Publishing
Jack,Vance,Night Lamp,384,0-312-86472-8,Tor Books
Jack,Vance,The Dirdir,188,NA,Ace Books
Jack,Vance,City of the Chasch,157,NA,Ace Books
Jack,Vance,Servants of the Wankh,158,NA,Ace Books
Jack,Vance,The Pnume,156,0-441-66902-6,Ace Books
Jack,Vance,Emphyrio,261,NA,Doubleday (publisher)
Jack,Vance,Lurulu,208,0-312-87279-8,Tor Books
Jack,Vance,The Book of Dreams (Jack Vance novel),235,0-87997-587-3,DAW Books
Jack,Vance,Ports of Call (Vance novel),294,0-312-85801-9,Tom Doherty
Jack,Vance,Trullion: Alastor 2262,247,0-345-03308-6,Ballantine Books
Jeff,Vandermeer,Authority (novel),352,978-0-374-10410-8,"Farrar, Straus and Giroux"
Jeff,Vandermeer,Finch (novel),339,0-9802260-1-5,Underland Press
Jeff,Vandermeer,The Weird,1152,ISBN 9780765333605,Tor Books
Jeff,Vandermeer,Annihilation (VanderMeer novel),208,978-0-374-10409-2,"Farrar, Straus and Giroux"
Clare,Vanderpool,Moon Over Manifest,351,978-0-385-73883-5,Dell Publishing
John,Varley,The John Varley Reader,532,0-441-01195-0,Ace Books
John,Varley,Wizard (novel),338,0-399-12472-1,Berkley Books
John,Varley,Millennium (novel),215,0-425-06250-3,Berkley Books
John,Varley,Demon (novel),464,0-399-12945-6,Berkley Books
John,Varley,Titan (John Varley novel),302,0-399-12326-1,Berkley Books
John,Varley,The Golden Globe,528,0-441-00643-4,Berkley Books
John,Varley,Steel Beach,566,0-441-78565-4,Berkley Books
Joan D.,Vinge,The Snow Queen (Vinge novel),471,0-8037-7739-6,Dial Press
Ned,Vizzini,House of Secrets (novel),550,9780062192462,HarperCollins
Willy,Vlautin,The Motel Life,224,978-0-571-22808-9,Faber and Faber
William T.,Vollmann,Fathers and Crows,1008,0-670-84333-4,Viking Press
William T.,Vollmann,Imperial (book),1344,ISBN 978-0-670-02061-4,Viking Press
William T.,Vollmann,The Rainbow Stories,544,978-0-68-911961-3,Atheneum Books
William T.,Vollmann,The Rifles (novel),411,"ISBN 0-670-84856-5 (first edition, hardback)",Viking Press
William T.,Vollmann,The Royal Family (novel),780,ISBN 0-14-100200-X (paperback),Viking Press
William T.,Vollmann,The Ice-Shirt,404,"ISBN 0-233-98506-9 (first edition, hardback)",André Deutsch
William T.,Vollmann,Argall: The True Story of Pocahontas and Captain John Smith,736,0-670-91030-9,Viking Press
William T.,Vollmann,Europe Central,832,0-670-03392-8,Viking Press
Cecily,Von Ziegesar,Unforgettable (novel),256,"ISBN 978-0-316-11348-9 (first edition, paperback)","Little, Brown and Company"
Cecily,Von Ziegesar,Reckless (von Ziegesar novel),288,978-0-316-01187-7,"Little, Brown and Company"
Cecily,Von Ziegesar,The It Girl (novel),272,978-0-316-01185-3,"Little, Brown and Company"
Cecily,Von Ziegesar,Notorious (novel),288,978-0-316-01186-0,"Little, Brown and Company"
John,Vornholt,Coyote Moon,176,ISBN 0-671-01714-4,Pocket Books
John,Vornholt,Babylon 5: Blood Oath,278,0-440-22059-9,Del Rey Books
John,Vornholt,Seven Crows,278,0-689-86014-5,Pocket Books
John,Vornholt,Babylon 5: Voices,246,0-440-22057-2,Del Rey Books
Grant,Wahl,The Beckham Experiment,304,030740787,Crown Publishing Group
Howard,Waldrop,Them Bones (novel),224,0-441-80557-4,Ace Books
Howard,Waldrop,A Dozen Tough Jobs,135,ISBN 0-929480-02-3,Mark V. Ziesing
Howard,Waldrop,The Texas-Israeli War: 1999,209,0-345-27736-8,Ballantine Books
Alice,Walker,The Temple of My Familiar,416,978-0-15-188533-6,Harcourt (publisher)
Alice,Walker,The Third Life of Grange Copeland,247,978-0-15-189905-0,Harcourt (publisher)
Alice,Walker,Possessing the Secret of Joy,286,978-0-15-173152-7,Harcourt (publisher)
Alice,Walker,Meridian (novel),228,0-15-159265-9,Harcourt (publisher)
Alice,Walker,In Search of Our Mothers' Gardens,418,0-15-602864-6,Harcourt (publisher)
Daniel,Wallace,Mr. Sebastian and the Negro Magician,272,ISBN 0-385-52109-X,Doubleday (publisher)
Irving,Wallace,The Seven Minutes,607,0-671-20359-2,Simon & Schuster
Irving,Wallace,The Second Lady,372,0-453-00388-5,New American Library
Irving,Wallace,The Word (novel),576,0-6712-1153-6,Simon & Schuster
Jeannette,Walls,The Glass Castle,288,0-7432-4753-1,Charles Scribner's Sons
Evangeline,Walton,Witch House,200,NA,Arkham House
Joseph,Wambaugh,The Blue Knight (novel),320,978-0440106074,"Little, Brown and Company"
Joseph,Wambaugh,Lines and Shadows,383,0-688-02619-2,William Morrow and Company
Joseph,Wambaugh,The New Centurions (novel),384,0-316-92145-9,"Little, Brown and Company"
Joseph,Wambaugh,The Onion Field,427,9780440066927,Dell Publishing
Joseph,Wambaugh,The Secrets of Harry Bright,345,0-688-05958-9,William Morrow and Company
Joseph,Wambaugh,Echoes in the Darkness,416,0-688-06889-8,William Morrow and Company
Donald,Wandrei,Don't Dream,395,1-878252-27-5,Fedogan & Bremer
Donald,Wandrei,Three Mysteries,38,NA,Fedogan & Bremer
Donald,Wandrei,Strange Harvest,289,NA,Arkham House
Donald,Wandrei,Frost (collection),306,1-878252-42-9,Fedogan & Bremer
Donald,Wandrei,Poems for Midnight,68,NA,Arkham House
Donald,Wandrei,The Eye and the Finger,344,NA,Arkham House
Donald,Wandrei,The Web of Easter Island,191,NA,Arkham House
Howard,Wandrei,The Last Pin,355,1-878252-25-9,Fedogan & Bremer
Howard,Wandrei,Time Burial,317,1-878252-22-4,Fedogan & Bremer
Howard,Wandrei,The Eerie Mr. Murphy,425,1-878252-44-5,Fedogan & Bremer
Howard,Wandrei,Saith the Lord,29,NA,Fedogan & Bremer
Howard,Wandrei,Three Tales (Wandrei),48,NA,Fedogan & Bremer
Russell,Wangersky,Burning Down the House: Fighting Fires and Losing Myself,271,ISBN 9780887623295,Thomas Allen & Son Limited
Russell,Wangersky,Whirl Away,240,ISBN 9780887629365,Thomas Allen & Son Limited
David,Weber,March to the Sea (novel),631,ISBN 0-7434-3580-X,Baen Books
David,Weber,In Death Ground,629,0-671-87779-8,Baen Books
David,Weber,Flag in Exile,416,0-671-31980-9,Baen Books
David,Weber,Off Armageddon Reef,608,0-7653-1500-9,Tor Books
David,Weber,In Enemy Hands,544,0-671-57770-0,Baen Books
David,Weber,On Basilisk Station,352,ISBN 0-671-57793-X,Baen Books
David,Weber,The Honor of the Queen,384,0-671-57864-2,Baen Books
David,Weber,The Short Victorious War,352,0-671-87596-5,Baen Books
David,Weber,War of Honor,880,0-7434-3545-1,Baen Books
David,Weber,By Heresies Distressed,608,0-7653-1503-3,Tor Books
David,Weber,How Firm a Foundation (novel),608,978-0-7653-2154-1,Tor Books
David,Weber,Torch of Freedom,602,1-4391-3305-0 (ISBN 978-1-4391-3305-7),Baen Books
David,Weber,Fire Season,368,978-1-4516-3840-0,Baen Books
David,Weber,Out of the Dark (Weber novel),381,ISBN 978-0-7653-2412-2 (hardcover),Tor Books
David,Weber,By Schism Rent Asunder,512,978-0-7653-1501-4,Tor Books
David,Weber,March to the Stars,589,ISBN 0-7434-8818-0,Baen Books
David,Weber,March Upcountry,586,ISBN 0-671-31985-X,Baen Books
David,Weber,We Few,540,ISBN 978-1-4165-2084-9,Baen Books
David,Weber,House of Steel: The Honorverse Companion,576,1451638752,Baen Books
Stanley G.,Weinbaum,The Black Flame (novel),240,NA,Fantasy Press
Stanley G.,Weinbaum,Fantasy Twin,503,NA,"Fantasy Publishing Company, Inc."
Stanley G.,Weinbaum,The Red Peri (collection),252,NA,Fantasy Press
Stanley G.,Weinbaum,A Martian Odyssey and Others,289,NA,Fantasy Press
Robert,Weinberg,Lovecraft's Legacy,334,0-312-86140-0,Tor Books
Andy,Weir,The Martian (Weir novel),369,"ISBN 978-0-8041-3902-1 (hardcover), ISBN 978-0-8041-3903-8 (eBook)",Crown Publishing Group
Margaret,Weis,Dragon Wing,432,ISBN 0-553-28639-0 (paperback edition),Bantam Books
Margaret,Weis,Into the Labyrinth (novel),496,0-553-56771-3,Bantam Books
Margaret,Weis,The Second Generation,306,1-56076-822-3,TSR (company)
Margaret,Weis,Dragons of the Hourglass Mage,352,978-0-7869-4916-8,Wizards of the Coast
Margaret,Weis,Dragons of Summer Flame,586,0-7869-0523-9,TSR (company)
Margaret,Weis,Amber and Iron,376,"ISBN 0-7869-3796-3 (first edition, hardback)",Random House
Margaret,Weis,The Magic of Krynn,352,0-88038-454-9,Wizards of the Coast
Margaret,Weis,Draconian Measures,350,0-7869-1678-8,Wizards of the Coast
Margaret,Weis,Dragons of the Dwarven Depths,438,978-0-7869-4099-8,Wizards of the Coast
Margaret,Weis,War of the Twins,411,0-7869-1805-5,Wizards of the Coast
Margaret,Weis,Dragons of the Highlord Skies,456,978-0-7869-4333-3,Wizards of the Coast
Margaret,Weis,Elven Star,388,0-553-29098-3,Bantam Books
Margaret,Weis,Love and War (Dragonlance),368,0-88038-519-7,Wizards of the Coast
Margaret,Weis,The Doom Brigade,344,0-7869-0785-1,Wizards of the Coast
Margaret,Weis,Fire Sea,414,0-553-29541-1,Bantam Books
Margaret,Weis,Serpent Mage,450,0-553-56140-5,Bantam Books
Margaret,Weis,The Hand of Chaos,468,0-553-56369-6,Bantam Books
Margaret,Weis,The Seventh Gate,368,ISBN 0-553-57325-X,Bantam Books
James,Welch,Fools Crow,391,ISBN 0-14-008937-3 (Paperback edition),Vikings
David,Wellington,Monster Island (Wellington novel),272,1-56025-850-0,Perseus Books Group
Basil,Wells,Doorways to Space,206,NA,"Fantasy Publishing Company, Inc."
Rebecca,Wells,Divine Secrets of the Ya-Ya Sisterhood,368,0-06-017328-9,HarperCollins
Rebecca,Wells,Little Altars Everywhere,224,"ISBN 0-06-019362-X (first edition, hardback)",HarperCollins
Robison,Wells,Variant (novel),384,"ISBN 0062026089 (secod edition, hardback)",HarperCollins
Jessamyn,West,The Friendly Persuasion,214,0-15-602909-X,Harcourt (publisher)
Nathanael,West,The Day of the Locust,238,978-0-451-52348-8,Random House
Nathanael,West,The Dream Life of Balso Snell,95,NA,Robert McAlmon
Scott,Westerfeld,Behemoth (Westerfield novel),496,978-1-4169-7175-7,Simon & Schuster
Scott,Westerfeld,Polymorph (novel),288,ISBN 0-451-45660-2,Roc Books
Scott,Westerfeld,Fine Prey,288,978-0-451-45697-7,Roc Books
Scott,Westerfeld,Leviathan (Westerfeld novel),434,978-1-4169-7173-3,Simon & Schuster
Scott,Westerfeld,Peeps (novel),304,1-59514-083-2,Penguin Group
Scott,Westerfeld,Extras (novel),417,ISBN 1-84738-126-X,Simon & Schuster
Scott,Westerfeld,Blue Noon,344,1-904233-84-8,HarperCollins
Scott,Westerfeld,Touching Darkness,306,ISBN 1-904233-83-X,HarperCollins
Scott,Westerfeld,Pretties,370,0-689-86539-2,Simon & Schuster
Scott,Westerfeld,The Secret Hour,297,0-06-051951-7,HarperCollins
Scott,Westerfeld,The Last Days (Westerfeld novel),286,1-59514-128-6,Penguin Group
Scott,Westerfeld,The Risen Empire,304,"ISBN 0-7653-0555-0 (first edition, hardback)",Tor Books
Scott,Westerfeld,The Killing of Worlds,336,ISBN 978-0-7653-0850-4,Macmillan Publishers
Scott,Westerfeld,Evolution's Darling,352,978-1-56858-149-1,Running Press
Suzanne,Weyn,Mr. Magorium's Wonder Emporium (novel),126,978-0-439-91250-1,Scholastic Corporation
Suzanne,Weyn,Reincarnation (novel),304,978-0-545-01323-9,Scholastic Corporation
Edith,Wharton,Summer (novel),194,N/A,Charles Scribner's Sons
Edith,Wharton,The Decoration of Houses,204,978-0-8478-2916-3 (2007 Rizzoli reprint),Pavilion Books
William,Wharton,Birdy (novel),309,978-0-394-42569-6,Alfred A. Knopf
E. B.,White,Stuart Little,128,NA,Harper (publisher)
Edmund,White,The Beautiful Room Is Empty,227,0-394-56444-8,Alfred A. Knopf
Edmund,White,The Farewell Symphony,413,0-679-43477-1,Alfred A. Knopf
Edmund,White,A Boy's Own Story,217,0-525-24128-0,E. P. Dutton
Henry S.,Whitehead,West India Lights,367,NA,Arkham House
Henry S.,Whitehead,Jumbee and Other Uncanny Tales,394,NA,Arkham House
Laura Ingalls,Wilder,West from Home,124,ISBN 0-06-024111-X,Harper (publisher)
Laura Ingalls,Wilder,The First Four Years (novel),134,0060264268,Harper (publisher)
Kate,Wilhelm,Where Late the Sweet Birds Sang,207,0-06-014654-0,Harper (publisher)
Eileen,Wilks,Blood Lines (Wilks novel),352,0-425-21344-7,Penguin Books
Eileen,Wilks,Mortal Danger,393,0-425-20290-9,Penguin Books
Eileen,Wilks,Tempting Danger,320,0-425-19878-2,Penguin Books
Mo,Willems,Knuffle Bunny,36,978-0-7868-1870-9,Hyperion Books
Mo,Willems,"Leonardo, the Terrible Monster",44,978-0-7868-5294-9,Hyperion Books
Mo,Willems,Don't Let the Pigeon Drive the Bus!,36,978-0-7868-1988-1,Disney Publishing Worldwide
Mo,Willems,"Edwina, the Dinosaur Who Didn't Know She Was Extinct",40,978-0-7868-3748-9,Hyperion Books
Mo,Willems,Don't Let the Pigeon Stay Up Late!,36,978-0-7868-3746-5,Disney Publishing Worldwide
Mo,Willems,Time to Pee!,40,978-0-7868-1868-6,Hyperion Books
John,Williams,Stoner (novel),288,1-59017-199-3,Viking Press
John,Williams,Augustus (Williams novel),305,0-670-14112-7,Viking Press
T. Harry,Williams,American History: A Survey,922,ISBN 0-07-338549-2 (13th ed.),McGraw Hill Financial
Tad,Williams,City of Golden Shadow,770,ISBN 0-09-968301-6 (Hardback) & ISBN 1-85723-604-1 (Paperback),Random House
Tad,Williams,Shadowmarch,672,"ISBN 0-7564-0219-0 (first edition, hardback)",DAW Books
